text,category,clean_text,label
"Cracked hydraulic line on scrap shear machine, unit shut down immediately to prevent spill.",hydraulic_leak,cracked hydraulic line on scrap shear machine unit shut down immediately to prevent spill,3
"Wastewater screw press flights worn on outer edges, reducing dewatering efficiency.",wear_and_tear,wastewater screw press flights worn on outer edges reducing dewatering efficiency,7
"Exhaust stack opacity monitor zero drift out of spec, optical lens needs cleaning.",sensor_malfunction,exhaust stack opacity monitor zero drift out of spec optical lens needs cleaning,5
"Hydraulic press cylinder rod wiper seal torn, letting dirt in.",wear_and_tear,hydraulic press cylinder rod wiper seal torn letting dirt in,7
"Pinion gearbox seal leaking heavy gear lube mixed with hyd oil, level dropping steadily.",hydraulic_leak,pinion gearbox seal leaking heavy gear lube mixed with hyd oil level dropping steadily,3
"Chilled water supply temp sensor reading 30 degrees low, verify resistance against ice bath",sensor_malfunction,chilled water supply temp sensor reading 30 degrees low verify resistance against ice bath,5
"Flange face pitting detected on bypass valve V-204, resulting in minor chemical weeping during high-pressure cycles.",corrosion,flange face pitting detected on bypass valve v-204 resulting in minor chemical weeping during high-pressure cycles,1
Conveyor 8 sorting logic routing packages to reject bin due to swapped encoder channels in PLC.,software_control_fault,conveyor 8 sorting logic routing packages to reject bin due to swapped encoder channels in plc,6
"Submersible sump pump thermal overload tripped twice today, pull for inspection.",overheating,submersible sump pump thermal overload tripped twice today pull for inspection,4
"Sinter plant exhaust fan motor bearings at 85C, grease lines verified clear but needs relubrication.",overheating,sinter plant exhaust fan motor bearings at 85c grease lines verified clear but needs relubrication,4
Cooling tower fan motor tripped overload; manual jog confirms seized bearings causing high amps.,electrical_fault,cooling tower fan motor tripped overload manual jog confirms seized bearings causing high amps,2
"Feed-water pump motor running hot, IR gun shows stator frame at 95C under normal load.",overheating,feed-water pump motor running hot ir gun shows stator frame at 95c under normal load,4
"Silo 4 radar level sensor covered in dust, reading erratic heights.",sensor_malfunction,silo 4 radar level sensor covered in dust reading erratic heights,5
HMI communication loss with boiler #1 fuel gas regulator.,software_control_fault,hmi communication loss with boiler 1 fuel gas regulator,6
Boiler feedwater valve actuator position feedback signal fluctuating erratically on SCADA graphic.,software_control_fault,boiler feedwater valve actuator position feedback signal fluctuating erratically on scada graphic,6
"Exhaust fan housing severely rusted through at baseplate mounts, causing excessive vibration and motor misalignment.",corrosion,exhaust fan housing severely rusted through at baseplate mounts causing excessive vibration and motor misalignment,1
Corroded bracket on limit switch LS-09 causing misread on the automated sorting line position.,corrosion,corroded bracket on limit switch ls-09 causing misread on the automated sorting line position,1
"Centrifugal pump impeller vanes eroded from cavitating slurry, flow rate down 15 percent.",wear_and_tear,centrifugal pump impeller vanes eroded from cavitating slurry flow rate down 15 percent,7
Loose bulkhead fitting letting fluid bypass into the secondary reservoir chamber.,hydraulic_leak,loose bulkhead fitting letting fluid bypass into the secondary reservoir chamber,3
Cooling fan for variable frequency drive faulting out on heatsink over temp.,overheating,cooling fan for variable frequency drive faulting out on heatsink over temp,4
Main supply breaker for Conveyor Line 3 tripped unexpectedly during shift startup.,electrical_fault,main supply breaker for conveyor line 3 tripped unexpectedly during shift startup,2
"TE-101 discharge temp transmitter erratic, fluctuating wildly between 120F and 250F, needs calibration or replacement.",sensor_malfunction,te-101 discharge temp transmitter erratic fluctuating wildly between 120f and 250f needs calibration or replacement,5
Dust collector magnehelic gauge dp sensor stuck at 2.5 inWC.,sensor_malfunction,dust collector magnehelic gauge dp sensor stuck at 2 5 inwc,5
"Hydraulic oil reservoir level switch stuck closed, causes continuous alarm.",sensor_malfunction,hydraulic oil reservoir level switch stuck closed causes continuous alarm,5
"Centrifuge PLC experienced a watchdog reset mid-cycle, dumping product and triggering red strobe.",software_control_fault,centrifuge plc experienced a watchdog reset mid-cycle dumping product and triggering red strobe,6
Packaging line roller bearings making grinding noise; grease is dried out and contaminated.,wear_and_tear,packaging line roller bearings making grinding noise grease is dried out and contaminated,7
Pasteurizer temp control loop oscillating wildly due to incorrect derivative gain in PLC PID block.,software_control_fault,pasteurizer temp control loop oscillating wildly due to incorrect derivative gain in plc pid block,6
"Slurry pump impeller vanes worn down to half thickness, losing discharge pressure and flow.",wear_and_tear,slurry pump impeller vanes worn down to half thickness losing discharge pressure and flow,7
"Screw conveyor intermediate hanger bearing seized up, flighting worn thin.",wear_and_tear,screw conveyor intermediate hanger bearing seized up flighting worn thin,7
"Mixer tank agitator shaft bushing has excessive play, high vibration noted.",wear_and_tear,mixer tank agitator shaft bushing has excessive play high vibration noted,7
"Pasteurizer recirc pump motor cooling fins caked in product residue, restricting airflow and causing high stator temps.",overheating,pasteurizer recirc pump motor cooling fins caked in product residue restricting airflow and causing high stator temps,4
"Air compressor 3 local controller stuck in manual mode, SCADA lockout.",software_control_fault,air compressor 3 local controller stuck in manual mode scada lockout,6
"Cracked rubber suction hose on hydraulic pump intake, creating cavitation and minor fluid weep.",hydraulic_leak,cracked rubber suction hose on hydraulic pump intake creating cavitation and minor fluid weep,3
"Furnace zone 3 thermocouple reading erratic, loose terminal screw.",sensor_malfunction,furnace zone 3 thermocouple reading erratic loose terminal screw,5
"Ammonia refrigeration suction pressure transducer reading 20 psi low, iced up.",sensor_malfunction,ammonia refrigeration suction pressure transducer reading 20 psi low iced up,5
Air handling unit blower belt loose and glazed from age and heat.,wear_and_tear,air handling unit blower belt loose and glazed from age and heat,7
Pneumatic valve manifold solenoids overheating and burning out coils intermittently.,overheating,pneumatic valve manifold solenoids overheating and burning out coils intermittently,4
"Extruder gearbox oil temp alarm tripped at 88C, inspected cooler and found fins completely plugged with dust.",overheating,extruder gearbox oil temp alarm tripped at 88c inspected cooler and found fins completely plugged with dust,4
Weigh scale interface module dropped connection to central control rack.,software_control_fault,weigh scale interface module dropped connection to central control rack,6
"Centrifugal fan shaft bearings rumbling loudly, rolling elements pitted from normal wear.",wear_and_tear,centrifugal fan shaft bearings rumbling loudly rolling elements pitted from normal wear,7
"HMI touch panel unresponsive on palletizer station 3, reboot cleared temporary memory leak.",software_control_fault,hmi touch panel unresponsive on palletizer station 3 reboot cleared temporary memory leak,6
Boiler steam pressure transducer calibration drifted out of spec by +15 psi.,sensor_malfunction,boiler steam pressure transducer calibration drifted out of spec by 15 psi,5
"TE-101 discharge temp transmitter erratic, fluctuating by +/- 50F under steady state, needs calibration check.",sensor_malfunction,te-101 discharge temp transmitter erratic fluctuating by 50f under steady state needs calibration check,5
"FT-12 fuel gas mass flow meter display blank, fuses intact, suspect main board failure.",sensor_malfunction,ft-12 fuel gas mass flow meter display blank fuses intact suspect main board failure,5
"Condensate drain line completely blocked by iron oxide scale, causing AHU pan overflow.",corrosion,condensate drain line completely blocked by iron oxide scale causing ahu pan overflow,1
Cooling tower fan gearbox input seal leaking oil onto structural framing.,wear_and_tear,cooling tower fan gearbox input seal leaking oil onto structural framing,7
"Exhaust fan motor drive-end bearing completely failed, rotor dragging on stator.",bearing_failure,exhaust fan motor drive-end bearing completely failed rotor dragging on stator,0
